"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2016-W14","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W15","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W15","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W16","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W17","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W18","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W19","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W20","PT","Portugal",2.000000000,"Low"
